,DATE,AUTHOR,TEXT,FAVORITE,YEAR,MANUFACTURER,MODEL,LABEL
10798,03/14/2008,Happy,"At 53 sold my impractical touring motorcycle so I needed some sport w/practicality. Drove VW Rabbit, but 2.3 Mazda 3 was smoother and have owned both in the past, Mazda more reliable. Most important is Electronic Stability Control, have not been able to get it to skid, it is like glued to the road like a Porsche 911 but more balanced. Precise steering. Acceleration is good, better than I expected and it is fun to pass 3 cars at a time on two lane highway. Needed manual and sun roof to keep sport feeling but is clumsy with cell phone in traffic. Very quiet at hwy speeds, 3,050 rpm at 70 in 5th, redlines at 6,500 rpm (top 149 mph??). S Touring has lots of features, cruise, etc. Doors solid.","Build quality, features for under $20m. Sport handling and good power with manual since power really kicks in above 5m rpm. This is a real sports car. Auto volume of stereo to road. Love the hatch versatility, can put seats down and carry a big TV. Av. 26.81 cty/hwy mpg with good power.",2008,mazda,mazda3,4
18801,07/02/2007,Road Trip Warrior,"Looking for a fun vehicle that is very good on gas economy and has a lot of bells and whistles for the money? The Torrent has a responsive feel and very good handling for a crossover type car. Although the horsepower could be slightly higher to create better response, there is plenty of pickup to nudge your way into highway merges. Extensive leg room and flat floor space makes for better comfort than our previous Envoy in the back seat area. Fully equipped with everything but the navigator, my wife seems to marvel at the remote start and sunroof features which add more enjoyment. Better feel than the Equinox, easy to drive, the Torrent makes for a great alternative to pricier crossovers.","Great body style and easy to clean front and rear bumbers and the XM radio itself are worth the ride! 17"" aluminum wheels are a must to create a higher lift which looks great on the move. Leather seating has very good feel and fit. Remote start feature is nice touch. White w/graphite leather, nice!",2007,pontiac,torrent,4
9395,06/29/2008,Col H,"I am pleasantly suprised and bought the 2008 2LT model with reservations. However, I am delighted with this car and feel like I definitely got my money's worth from a Chevy. I have not had a GM for years because of the competition and decided to jump in after a test drive. I highly recommend this car for the money.","Body styling, quiet ride, price for packaging, gas mileage for a full size sedan on the highway",2008,chevrolet,malibu,5
4824,11/17/2007,ImAbeliever,"When I saw the commercial on TV comparing a Ford to Camry and Accord, I just laughed. I knew there was no way an American manufacturer could compete on that level. Boy was I wrong. Much to my surprise, my company selected the Fusion for this years fleet vehicle. This is a quantum leap ahead of the Taurus they issued us i years past. The car feels extremely solid. I corners and accelerates well, and is just plain fun to drive. The hidden gem is the Sync voice activation system. The voice recognition is nearly flawless. I spend a lot of time in the car. Being able to have complete control of my iPod and cell phone without taking my hands off the wheel is a huge advantage.","The Sync system is my favorite feature, hands down. The crisp handling was the biggest surprise.",2008,ford,fusion,5
20721,03/18/2009,Maven,"Let's face it: if you're thinking of buying a Sky, it's because you're in love with the body. It's the Supermodel of Roadsters: you know it's superficial, but you still want to date it. There's really no beating the Sky in terms of a sexy, affordable convertible. Yes, the Miata performs better. You don't care. Yes, the ergonomics are bad. You still don't care. It's sexy, it's affordable... GO BUY ONE. You won't regret it.","Really, the body styling is the selling point here. There's nothing it does mechanically that isn't done better by the Miata.",2007,saturn,sky,4
8976,08/30/2008,Amanda,"We purchased our Hyundai Elantra around the middle of June. We already have over 5000 miles on it, and we have not had a single problem. We love almost everything about the car. It gets decent gas mileage-we are averaging 29 mpg city/highway combo. It has an excellent safety rating in Consumer Reports. It comes in some way cool colors. There is one issue we have: the back window is too small, so sometimes I'm nervous changing lanes, especially on the freeway. Anyway, it's a cute little car that does what it says it will do. In the Valley, you'll pay a little more-ours 14000 with no extras.","We love the blue lights; they're easy on the eyes for night driving. The A/C is nice, but a little noisy. Comfortable seating for both tall and short.",2008,hyundai,elantra,4
4228,09/23/2008,Matt,"I purchased SI about one month ago and I still get excited when I get to drive it. Simply a blast to drive. I came from a Nissan altima 3.5SL which was sneaky fast in a straight line but handled horribly. This car handles awesomely with only slightly less performance. This is without the summer tires. I live near St. Louis and we usually see at least some snow so opted for the all seasons. Best of all I can drive the heck out of it and get 28 mpg (yes I use the vtec). That is the lowest I have gotten since owned usually getting 29 mpg. Granted it is premium fuel, but I usually got 25 mpg with less aggressive driving in the altima. Excellent fit and finish.","6-speed tranny is buttery smooth, helical limited slip, handles like on rails (can take off ramps at insane speeds), AUX input for Ipod, very safe automobile(my insurance actually went down)important as I have a nine month old.",2008,honda,civic,5
2635,03/06/2008,natalulu,"Goodbye Honda Pilot - work horse. Hello Enclave - luxmobile ! Everyday enjoy it more and more. Spacious, very quiet, smooth ride, handles very nicely, and has lots of admirers - strangers just stopping to take a look or ask about it. Loving it.",OnStar turn by turn makes nav unnecessary; XM; super quiet and smooth; lots of room behind 3rd row.,2008,buick,enclave,5
452,07/30/2008,angelofmusic5583,"I have been wanting a Matrix for the last two or three years, and I finally got one at the end of 2007! It is the best car I have ever owned, and it is so much fun to drive! I don't regret for minute buying it, and not only is is sporty and cute, it's very comfortable! I'm 5'4, but I have people who are over 6'0 tall riding in my care on a regular basis, and they all agree it is comfortable as well! This is my first Toyota, and I believe they have me for life now!","How comfortable the seats are, the six speaker stereo system, and the sun roof! I also love how much room there is in it, and that when the seats are folded down, it's all plastic on the back, so it protects your upholstery.",2008,toyota,matrix,5
4514,01/24/2008,mike crowley,"I had a 2003 Saab 9-3, but did not want to spend 30 plus for another car and the headache of a ""european import"". The Civic Si is as fun, or more fun to drive than the Saab 9-3 was. The Saab was fun to drive that is when it was not in the shop. Think twice before a 30-40 thousand dollar car and check out the Si! A fantastic little pocket rocket inside and out!",The sound of the engine. The seats are top class comfort.,2008,honda,civic,4
1784,01/14/2008,Jeeper,"The 2008 Patriot is ""most excellent"". Considering that I got a relatively maxed out 4x4 limited for $23,500, it is truly an outstanding value. I did choose the 5 speed manual over the automatic and am quite pleased with the result. Handling is nimble and I like the Jeep styling. Have logged over 9K miles in less than 6 months. Had one experience in very slippery snow conditions, and found it had better traction than my '94 Grand Cherokee Laredo 4x4. Fuel mileage has been 25 - 28 mpg for combined highway/city driving. The Boston acoustic speakers are outstanding - it is terrific for tailgating. Space utilization is excellent. Like the interior materials and they are easy to keep clean.","Value, utility, gas mileage. Available 5spd in limited edition, styling, warranty",2008,jeep,patriot,4
3143,03/20/2009,AZzoomzoom,"Was completely impressed with the Cx9. After searching for six months, we narrowed it down to the Volvo XC90 and the CX9. We chose the CX9 because of the available technology, comfort and style.","DVD, cockpit design, very peppy, smooth and quiet ride. Plenty of space for a family of 5 + a big dog.",2008,mazda,cx-9,5
12107,09/03/2007,My Fine 300 Cruiser,"Bought car then set off for North Carolina. Handled great on freeways. Gas consumption above anticipated level. Great car to drive. Recommend it highly. Wife likes it, too! Go Chrysler...keep 'em coming",Comfort and driving ease.,2008,chrysler,300,5
14769,04/12/2008,Dave,"This car was a big disappointment after driving it for a couple of weeks. The engine, build quality, fuel economy, and fun to drive factor were all there. However, the seating position and lack of a dead pedal left me feeling very uncomfortable. The gas pedal is too close to the driver, which resulted in constantly lifting one's foot off the accelerator in order to properly control the throttle. Move the seat back too far and you can't reach the clutch and steering wheel. Also the lack of a dead pedal (or even a flat spot), leaves one's foot on a round bump. This was such a shame because the car really zips around and is fun to drive.The new FIT is out this fall & I advise to wait.",Sporty zippy appeal. Gas mileage. Versatility. Quality build. Leather wheel.,2008,honda,fit,2
13513,08/09/2008,SuburbiaMom,"Just got the Sequoia last weekend and I'm wondering why it took us so long to find the perfect family SUV. We had an 03 Expedition that was acting up. Figure we'd give Toyota a try since big Ford has let us down on what was suppose to be our 10 year SUV. For being a full size SUV, this machine drives like a car. Suspension is much nicer and acceleration is super smooth. I never thought I'd ever switch to a Japanese SUV for fear that it's not roomy enough for my family but I'm sure glad now. Definitely made the right decision. The design is well thought out for families that need to drive 3 kids in car seats. Love the fact that the 2nd row slides forward for easier access to 3rd row.",2nd row that slides forward for easy access to 3rd row. Easy latch installation on the 2nd row. Roomy enough 2nd row to fit all 3 car seats.,2008,toyota,sequoia,5
19010,03/20/2007,theiowan,Just took delivery on an X3. The mileage has been a pleasant surprise. The vehicle is well built and feels very solid. The transmission is not up to par with the rest of the vehicle. It doesn't shift smoothly and hesitates.,"Huge sunroof, handles very well, seats are very comfortable, interior is well designed.",2007,bmw,x3,4
1644,12/11/2007,Scott,"We were looking at small SUVs (CRV, Santa Fe, RAV4) and decided to check out the Outback as well. What a difference! The ride is so much better. Subaru is a much safer and more reliable car than the others we looked at. The exterior is much improved and the interior is very simple. This is our ""baby car"", so we are happy the car seat is easy to install and the cargo space is awesome. The 170 hp engine isn't great, but is still muc better than the models I listed above. I tested all the models on a nasty hill near our house and the Outback actually performed the best.","SportShift, interior controls, gas mileage, cargo space. Safety, safety, safety.",2008,subaru,outback,5
2776,08/12/2008,Deb,"I love my Enclave! Already made one trip from Ontario to Florida with two golden retrievers and a roof rack full of stuff! No problems. Took 6 people out and about down there on day trips, all comfortable. I too can only find the tailgate button on the keyfob while inside, is there a button? Other than on the tailgate? Which also had to be fixed...it would power up then drop closed! Easy fix. Have 23,000 k's on it as we speak and I can go 740 k's on one tank. Did I mention I love my Enclave?",Written by:,2008,buick,enclave,5
20040,10/28/2007,Adele &amp; Elison Baker,"This is our third Kia and couldn't be happier. The Sorento handles great and has a very solid and quiet ride. All of the controls are in easy reach of the driver. I feel better knowing that I have a full size spare tire instead of a ""donut"". I commute 90 miles a day and feel safer in a Kia than any other vehicle I have ever owned. We have found all of our Kia vehicles to be of the highest quality. Their vehicles are luxury quality at an economical price. Kia offers one of the best warranties around which we have never had to take advantage of. Kia has higher specifications for their vehicles, dealerships, sales and service of any other make of vehicle we have ever owned.","Ease of handling, solid and quiet ride, power at acceleration, firm braking, safety features, dual comfort control, heated seats.",2007,kia,sorento,5
1609,04/23/2008,Lee2706,"Had a 1995 Legacy wagon that aspired to be an Outback. Years later, I bought the car I always wanted! My big feet took some getting used to in the footbox, not to say that it is cramped, but pedals are closer than my Honda. I am no WRC racer, but I do like how easy the clutch engages and shifting action feels great. Is surprisingly responsive when passing, especially for a four banger that is a bit heavy in the hips. Excited for the snow and rain, I'd like to see how the AWD handles it. Mileage is better than expected, 27+ in 50/50 city/hwy (as long as the dash computer is correct).","Rear storage options, fold down rears, supportive seats, seat warmers, shifting action and clutch, 5M rocks! Stereo has hidden Aux port and plays MP3 discs. Overall compact for having similar height clearance as behemoth SUVs. Sedan-like drive with utility characteristics. 12V socket in cargo area.",2008,subaru,outback,5
9664,06/24/2008,Johnny,"This car is OK, nothing special, it was a cheap lease. I had a VW Golf which blows the Subaru away in overall performance and quaility. The Subaru doors close like a tin can, power in the engine is non-exsitent, and the road noise is high. But it is new and get about 24 MPG, not bad for an AWD","Leather and the moonroof, AWD",2008,subaru,legacy,3
14416,02/25/2008,hamptonvan,"Only driven about 1000 miles so far I love the my gig, though I am just getting used to the operation. The drive is solid, with solid steering and decent brakes. I did get the 4.0 engine, and compared to the 3.8, it was well worth it. very easy to pass on the highway, and sporty in town, more than any minivan has the right to. Some of the electronic automation (tri zone temp) is not yet intuitive, but is becoming less obtrusive, (who reads the manual anyway?) Only problem we had so far was the my gig would cut out over every bump in the road. Easy fix-loose fuse. A lot of storage space, loads of floor space. So far, I am glad I purchased this over the competition.","My gig with dual tv, though push the wrong button and it may take a few minutes to figure out what you did to get the picture back. Also love the 4.0 engine. More cupholders (and storage bins) than a movie theater.",2008,dodge,grand caravan,4
22367,01/18/2009,HEB girl,"I have always owned Camry's and was a die hard Toyota driver. With price being an issue dwhen shopping for a new car, I test drove every make and model out there. I kept going back to the Saturn and test drove it 3 times. hands down quality and price won out and I choose a Saturn. It still smells like new inside and has been a great car and one that I plan on keeping for a while. The sleek looks and gas mileage are a very big added bonus. Pay attention Toyota because you just lost a customer for life!","Console, stereo/CD and awesome speakers. Great gas mileage and people are always asking me is that a CTS and I say no but it rides like one, because it is a Saturn.",2007,saturn,aura,5
11451,07/05/2008,freeto3612,"Love the looks, interior, exterior, handling, fuel economy, and the MyGig is a must have. Chill Zone Drink Cooler, Safety features and rear seat leg room are all well over normal expectations.",Fuel Economy..Better than the Camry or Fusion,2008,dodge,avenger,5
21908,11/01/2006,NW Mopar Man,"Was looking at the Jeep Liberty and other SUV's. Was skeptical about the Compass because of some reviews. The Compass drives more like a car and much better comfort than the Jeep Liberty IMO. Bought the FWD auto, and the power is very adequate and the ride is very smooth and quiet. Goes down the freeway at 70mph no problem. The paint finish is great. This is the wife's daily driver and she loves the comfort, style, overall handling. We bought it for town and freeway driving, not off-road. Jeep has a winner in the price group. Would recommend the 26E package and Drivers Convenience group if you like a little more power options and gadgets.","Jeep front with SUV looks. Safety features (brakes, TC, stability control). Comfort of seats, smooth tranny and ride. Overall look and great Metallic clear coat. Get the Drivers Convenience Group & Yes, premium seats.",2007,jeep,compass,4
176,05/13/2008,Jim in MS,"The car is very fast (6.0 is great), handles great, and is very hard to find. Dealer looked for weeks before we found a GT that would do. It still was not the color we wanted (we got red wanted gray, but car does turn heads) nor did it have the performance package, but it does have the sunroof and leather. Great seats, great steering, really really fast. Dealer only discounted $500 off the sticker, but still good value for so much car.","Seats, power, remote start, lots of room in back in and trunk.",2008,pontiac,g8,4
12572,06/04/2009,J D Sharp,"I wrote about my car shortly after receiving it in 2007. Here we are nearly two years later, and I still love it. No mechanical problems at all. Gas mileage is still mediocre (25mpg at very best, all highway driving, more like 18 in the city . . .) but understandable when there's so much power on tap. Seats continue to be completely supportive even after two years. Just wanted to chime in and say that the enthusiastic glow that so many of us feel right after buying a car has continued with this one. My favorite car I have ever owned, and that includes a long string of Audis, BMWs and various Japanese makes. No regrets whatever.",DSG is a complete winner. Great seats. Rain Sensing wipers. Automatic climate control with DUAL button so you can only adjust one set of controls if you want. Oversize brakes. All wheel drive provides much better balance and cornering than the comparable GTI.,2008,volkswagen,r32,5
14245,03/15/2008,Dan,"I was looking for a coupe so I checked out Nissan, Honda and Toyota. They all were ok but something just didn't feel right with any of them. I was driving past a Pontiac dealer and spotted the G6 coupe and it was love at first sight. It had everything I was looking for and more. Once I took a test drive and talked price I was sold. I paid $8-10,000 LESS than I would have paid for the Nissan, Honda or Toyota. Once I started driving it and checked my gas mpg I couldn't believe it. On the highway I'm getting 28-30 mpg and city is 23-25 mpg and it isn't even broken in yet!! As a added benefit the car is made in the USA, it looks like American workers can do a good job too.","Exterior style, roomy interior(doesn't fell like a small car), XM radio, great gas mileage for size and engine size",2008,pontiac,g6,5
4899,03/28/2008,spybgl,"I recently traded in my 2004 Ford F150 for a 2008 Fusion 4cyl SE. I dont miss the V8 like I though I would, but i love my current fuel economy. The 4cyl engine has a lot of power considering the size. Great overall comfort too. Almost got leather, but didnt really need it. Handles great in traffic and on the curves.","Style, Audiophile sound system, fuel economy.",2008,ford,fusion,4
23310,03/02/2007,Pete,"We've had this for 3 days now. It's a very nice car/truck. My wife had a BMW 528i wagon, and was a little leery of trading 'down' to a GM. After a few days she's over that. It drives very nice. All passengers sit nice and high so there's great visibility. There's a nice feel of security in this vehicle. It drives like a car but has the road presence of a truck. And it feels like it's put together very well. Heated seats, mirrors, great stereo, parking assist... It's full featured and gives off a great confidence. GM is back with this one!",Stereo where you can preprogram faves from am/fm/xm all together. Nice drive.,2007,gmc,acadia,4
20272,06/04/2009,ddirschell,"Bought this car new. Driven mostly highway miles to/from work. Bluetooth module didn't work when I bought it. Fit & finish items at 5k, same issues now but it's no longer under warranty. Interior rattles out the wazoo. New Engine 24K. Tires 30K. New Transmission 59K. Replaced CV boots 59K. Days in shop since I've owned it, 68. Still making the vibrations in the drivetrain & ""they can't figure it out"". Only 500 miles left on the warranty. Bet they'll figure it out as soon as I have to pay for it. Best mpg 30, worst mpg 22, average mpg 26. Owned Nissans before but NEVER AGAIN!!","Bluetooth, keyless entry/starting.",2007,nissan,versa,1
13032,11/26/2008,Mike,This is a great car getting 34 mph highway with a manual. Capable of 150- 200 K easy. Too bad it takes Toyota to design such a great car for GM.,"Lots of room, solid, dependable. Much road noise from plastic inner fenders but great fit-finish.",2008,pontiac,vibe,4
8251,08/29/2007,Not 100% the best,"The exterior is awesome! The interior looks fantastic and is very functional. However, I am on my second one....I used Saturn's 30 day return policy. The first one had huge transmission issues and shipping damage I found after delivery. THe dealership stepped right up and provided an exchange, no questions asked. My second one seems fine, just don't expect to step on the gas and go anywhere quick. The transmission is also extremely sluggish. If you can afford the v6, this would be a fantastic SUV. But if you're like me, you have to live with the 4cyl.",The styling is fantastic. The features are over the top awesome...much more than any other competitor.,2008,saturn,vue,3
1295,09/29/2008,van,"I have purchased my Sienna for about 8 months. It's a great van. It has a lot of power and is very comfortable to drive. It is roomy and its built quality is excellent. I get about 21 to 23.8 mpg for mixed driving. On freeway driving, I get about 25 to 26 mpg.","Powerful engine, quiet, fuel economy, roomy, comfortable ride, standard safety features.",2008,toyota,sienna,4
17740,05/31/2008,ludwig930,"Overall this car is awesome. Great car for the price. This is my 2nd VW (1998 Jetta TDI ) and I enjoy driving it. Not a long distance driver, but has all the essentials for city driving. Great tuner car for those small little quirks, i.e. braking, body roll. Basic model looks a little bland but add some sport springs, nice wheels and some window tint and it takes a little step closer to GTI appeal. Could save a little more money on gas with a 6th gear.","Ergonomics, lighting, dash: even though it's plastic. It's nicely done. Spacious cabin that seat 4 adults. Option to take off traction control. ipod adapter.",2007,volkswagen,rabbit,4
11307,02/18/2008,CNJ31Vtec,"We cross shopped Audi A6, Q7, Infiniti M35x, Cadilac CTS4, Acura TL and RL, after we returned a 2006 BMW 530xiT. We finally decided to lease an RL because it has all the basic elements of being a luxury car. This is the 4th Honda/Acura we had owned so far. And probably the most conservative Honda/Acura we ever have. Having said that, the RL is still a wonderful car to drive. Only hope 3 years later, Acura can have another face lift base on the coming 2009 RL (it is NOT attractive at all) plus a RWD-biasd AWD. Then I think we will continue to be in the Honda's family.","Quiet ride, comfortable seats, and top quality of the material used for its interior.",2008,acura,rl,4
21279,08/02/2008,Mweb,"I was shopping for a new Cadillac, but fell in love with 2007 Suburban. It drives and rides better. My 1992 has 210,000 miles and still does not use a quart oil between changes. So far my new one is great. I average 16 miles in town and that's better than my friend's Highlander's 15. For me and my needs our Suburban is great. It's funny all my friends drive small imports, but they aways want me to drive. My taste, guess I am use to my 1992,",The quiet ride.,2007,chevrolet,suburban,4
1845,09/28/2008,Pete,"I've had the Patriot for a few months and absolutely love it. I bartered down big time, so they gave me a very BASIC package but I'm not looking for luxury. I drive 80 miles round trip to work, daily, and couldn't be happier. My AVERAGE mileage has been 30+ MPG. Throw in the lifetime FULL warranty, I'm comforted by the fact if anything busts, it's covered (well worth the exta few bucks a month). Rides great, TONS of room (I'm 6'1 and don't even have the seat all the way back easily can handle someone even taller). Plan on easily adding on features later DIY transmission cooler and hitch, can tow 2000 lbs.","4WD, can handle rough WI winters. Roomy, efficient, Manual Transmission, ability to upgrade later. Very zippy, great handling, fun to drive. Rugged styling.",2008,jeep,patriot,5
11207,02/16/2009,RTM,"Purchased Veracruz LTD AWD in February 2009. The vehicle handles exceptionally smooth, is well equipped with many standard features and is a complete joy to drive. The sound system is decent and came equipped with the DVD package. A surprising feature NOT included is a jack for an Ipod. Gas mileage hovers around 20 mpg. Not great but comparable to other vehicles in it's class. I would recommend Hyundai as a vehicle brand for people to seriously consider. With the amount of rebates on this particular vehicle, the strength of it's warranty and the assurance plan in place, you cannot go wrong.",,2008,hyundai,veracruz,4
11014,11/18/2008,Justin,"My wife and I have been wanting a new Tahoe for over a year. With the 0% and all we still couldn't afford much more than a base model LS. But we found a leftover 2008 LT with the LT2 package, plus second row bucket seats & third row vinyl seats. MSRP was over $42K, after Red tag and additional rebates we paid $31K. Even with paying 5% interest we were able to afford way more car than with the 0% sales. Go find a 2008 Tahoe now, you have the power to buy it for next to nothing!","Love the XM radio, remote start, the beefy 5.3L V8 and the color (Blue granite metallic)",2008,chevrolet,tahoe,4
1699,05/06/2008,howieb,"Fun, fun, fun. The most fun car I have driven. Tested the 350Z, BMW, Altima, Accord, this is the best. And affordable! It is a 3rd car in the family with a truck and a sedan, so we could get away with a 2 seater. If you buy it it will make you smile, I keep looking for reasons to drive",Handling is the best. Top up and down with 1 hand in 2-3 seconds is great too.,2008,mazda,mx-5 miata,5
6599,06/07/2008,leshek,"Shopped for while... Mercedes, BMW... test drove all. All great but Q7 won. Special ordered, S-line, adaptive cruse and adaptive suspension together was worth waiting for. Love line assist and parking assist system. Bought 16GB USB drive and have all my favorite music at my steering wheel controls.","Adaptive cruise control, adaptive air suspension, MMI with USB connection.",2008,audi,q7,4
11213,01/16/2009,Bill,"My wife and I have been driving this SUV for a month. It is a great value for the amount of items included. We bought the Limited FWD version for $26,000.00. You can't buy a HONDA CRV for this amount with a 4 cylinder. Only one problem so far, the seat memory switch had to be changed. Dealer is great to work with. The Infinity stereo is OK not great, but overall still very pleased with the quality of the vehicle. Third row seating is great. Gas mileage so far is about 18 MPG (city driving) not to bad considering. Love the safety features. Honda, Lexus/Toyota can learn something from Hyundai. The are overpriced and over rated.","Safety Features, Third Row Seating, Dash Layout and seat memory.",2008,hyundai,veracruz,4
11492,10/22/2007,Beyswife,"I was looking for an SUV and decided to check out the Dodge Nitro. Didn't like the ride at all, too hard. Noticed the Avenger on the lot and thought it looked classy. Test drove it and unexpectantly fell in love..Purchased on a whim, on the spot. Love this vehicle!","Look, Leather two tone seats, Chrome features inside, 1yr free Sirius satellite, roomy trunk space, 18"" sport package tires, moonroof, rear cupholder.",2008,dodge,avenger,5
14152,04/18/2008,blurry25,"Coming from a Honda Civic the Sierra 1500 feels like a monster. What a dream to drive. I actually enjoy driving to work now. One of the first things I noticed was how quiet the ride is. With the windows up road noise is virtually none existent. I've been getting around 16.6mpg with all around driving. I suspect that will go up as the motor breaks in, but hey if you're looking for fuel economy buy a prius and just hope that someone in a 1500 doesn't hit you. I highly recommend getting the remote start option. I always start the truck a few minutes before I leave and it either turns on the heater or AC depending on the inside temp of the truck. Nothing like hoping into the perfect climate.",The remote start is a most have. The leather seats are really nice and the 170 degree swing of the rear doors is key. Also having rear windows that roll down is nice.,2008,gmc,sierra 1500,4
11700,12/08/2008,David,"It is a 08.5, just turned 12000 miles and not a problem. I looked at all the options out there, Toyota, Ford, and Chevy. Toyota was my #1 choice but to get a crew cab you only got a 5.5 ft bed what would you do with that. I looked and compared trucks for six months. I never considered the Nissan until my wife took me over to the dealer and I have yet to look back. I Like It. It has all the options and some. I drive 60% Highway and 40% everything else. I am averaging 15 to 16.5 mpg. The 7 ft bed is great, room for all the gear, ATV, and the deer. The only thing I did not like, it is hard to find an off road friendly tire in the 20in rim with out putting on a lift.","Lots of room, the LE options. Rear seat folds up and down, Rockford Fosgate, blue tooth, sun roof, the 7 foot bed, and the rumble of the factory exhaust no need to buy an aftermarket it sounds good stock.",2008,nissan,titan,4
1352,02/24/2009,HWDX347,"I sold my Audi A4 3.2 to my son and drove to Roadshow BMW, Memphis, TN to look at a Mini Cooper S. Drove out with a BMW 135i! They were great to deal with. I test drove one in Little Rock last summer and didn't realize how fast it is. I now understand what BMW mean by Ultimate Driving Machine! The A4 is a great car but the 135i is even better. The car is much quicker, the handling is better, road feel is better and it's quieter.",Twin turbos -- amazing. Overall driving experience.,2008,bmw,1 series,5
15808,05/03/2008,crvict,"When we went searching for a new car, I had my heart set on a '07 RAV4. Husband wanted me to look at a CR-V before my final decision. Glad I did! I'm happier with the fold down table in the middle of the front bucket seats. I'm glad the hatch swings up and not into traffic. I added the removable tray in the back which is a dream after a trip to the store, and the gas mileage is wonderful. I didn't have to change oil for the first time till it hit 8,000 miles! And yes it is true for us, the CR-V was 15% less to insure because it doesn't have the spare hanging on the back. I've driven it for a little over a year now, and cannot find one thing wrong. And I got the entry level AWD!",Aux jack for MP3 player. Fold up hatch. Fold down tray. Quality interior. Styling of the body. And just about everything else about it!,2007,honda,cr-v,5
8801,11/29/2008,Marcia,"This was an upgrade from a 95 Dodge Neon, so it didn't take much to make me happy. Very happy driving my new car!","Navigation with maps, calendars, phone set up-hands free, voice recognition. Keyless entry. Sporty look. Cooling seating feature.",2008,lexus,is 250,4
10290,09/23/2007,NCarDebt,"Beats the pants off of my go mango Daytona!. You have to be careful with these SRT's as they hit high speeds pretty darn fast!. The Daytona was a great car (got totaled by an abandoned previously wrecked vehicle in the middle of a darkened highway, very sad) and a bit more comfortable as well as confident due to the less aggressive gearing and pc. I absolutely love the SRT!.",Power and traction,2008,dodge,charger,5
19364,01/02/2007,Suzanne,"I owned a 2000 Honda Civic Si a couple of years ago and then decided to go SUV. After seeing the body style of the new 2007 Si, I knew I had to go back. This car is such an improvement from the old Si. It's gorgeous and zippy! I love the handling and the interior display. Honda did a great job at putting bells and whistles in this car for a decent price. It was hard to find one with a navi and I was told I would have to wait a month and I couldn't wait. Luckily I don't get lost too often to need one. This car is worth every cent.","Interior Design, the awesome gas, brake and clutch pedals, the tight handling, XM radio ready, the exterior looks.",2007,honda,civic,5
14122,01/11/2009,OleMissDispatcher,"Have owned truck for almost 600 miles and really enjoy the truck. It has 5.3 V8 with the Flex Fuel Management. City driving is ok, highway is a lot better. For a base model, it came fully loaded with all power options, CD, cruise, fog lights, chrome bumpers, towing package, XM, and OnStar (which I think XM and OnStar were standard). Truck can ride rough over unkept streets, but still a lot better than my old Chevrolet Tracker. Air and heat are great. Can't wait to try the 4x4!","XM and OnStar. As weird as this sounds, truck has vinyl flooring which I love! Lot easier to clean than carpet. Also love that Candy Apple Red color!",2008,gmc,sierra 1500,4
10328,07/12/2008,Johnnster,"MPG! MPG! MPG! I am commuting 65 miles one way and need my Corolla to rescue me. I have check MPG yesterday and it was 41.6 MPG (gas tank was less than half full), average driving speed was 65-70 MPH and A/C was on most of the time (speed 1 since it was not very hot). The motor is very quiet and road noise level is very low for a car of this size. This car has exceeded all my expectations!",Six CD changer. MPG.,2008,toyota,corolla,5
17620,03/31/2007,Brakefade,"The car is great for the price. If you're buying it to throw a bunch of money into mods however, I would suggest you move up to the Civic Si. The tC has two fundamental flaws that enthusiasts will have to spend a lot of money to overcome. One is the lack of an LSD, and the other is the glass roof. The glass roof makes the car heavy at a place you want a car to be as light as possible. If you're looking for an affordable, good looking, reliable, daily driver with a hint of sportiness, this is the car for you.",Torquey engine.,2007,scion,tc,4
4443,04/22/2008,Anthony C,"I traded in my 2002 V6 Mustang for a 2008 EX Civic back in November and it's the smartest thing I've ever done for many reasons. As a former Ford man who always trashed Honda, I have to say I LOVE THIS CAR! The gas mileage is incredible for the amount of fun you can have. I'm 5'11'' and I feel totally comfortable in it driving for hours. Not to mention, the VTEC in it is plenty powerful enough stock - let alone the abundance of aftermarket parts. The 8th generation Civic is a winner for sure.","Fuel mileage, 2-tier instrument cluster, performance, cost, everything",2008,honda,civic,5
2699,09/01/2007,Chuck,"Looked for a replacement for my BMW SUV. The Enclave caught my eye with its sleek design, stylish interior. The fit and finish is first class, the engineering is current, and the price is $15 to $20 below the BMW. First new American car I've gotten for myself in almost 40 years. Not your grandfather's Buick! Will help bring quality reputation back to the marque.","Quiet, quiet and smooth. Roomy comfortable front seats. Every feature you could want at hand. Lots of storage everywhere. Like the captain's chairs in back, and even the third row is suprisingly comfortable. Everything folds down fast and easy for carrying things. A great-looking car.",2008,buick,enclave,4
22034,01/15/2008,Chevys Lemon,My Silverado 1500 Classic has already had to have the rotors and drums turned! What has happened to Chevy's quality? It took the dealership-2 tries to even figure out what was going on. In town driving only--it has the tow pkg--which I don't use. The mpg is horrible. Have been a Chevy family for a long time but no more.,Comfy ride. Dual climate controls.,2007,chevrolet,silverado 1500 classic,2
